Time'QW   0'DW  10'DW  11'DW  12'DW  13'DW  14'DW  15'DW  16'DW  17'DW  90'DW  91'DW  92'DW 163'DW 165'DW 166'
 8: 8:38,653'E010'+00018'-00002'+00729'+00000'+00027'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8: 8:38,923'E010'+00018'+00000'+00725'+00000'+00027'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8: 8:39,194'E010'+00018'-00002'+00722'+00000'+00027'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8: 8:39,449'E010'+00018'-00002'+00720'+00000'+00027'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8: 8:39,705'F019'+00018'-00002'+00720'+00000'+00027'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+01000'+01000'
 8: 8:39,975'F519'+00019'+00000'+00717'+00000'+00027'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+01000'+01000'
 8: 8:40,230'F519'+00056'-00002'+00717'+00000'+00027'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+01000'+01000'
 8: 8:40,501'F519'+00160'-00002'+00717'+00000'+00027'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+01000'+01000'
 8: 8:40,741'F519'+00250'-00002'+00716'+00000'+00026'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+01000'+01000'
 8: 8:40,996'F519'+00331'-00002'+00716'+00000'+00027'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00650'+00650'
 8: 8:41,267'F519'+00420'+00000'+00716'+00000'+00000'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00650'+00650'
 8: 8:41,507'F519'+00485'-00002'+00716'+00000'+00000'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00650'+00650'
 8: 8:41,777'F519'+00546'+00000'+00715'+00000'+00000'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00650'+00650'
 8: 8:42, 33'F519'+00618'-00002'+00715'+00000'+00000'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00650'+00650'
 8: 8:42,273'F51A'+00684'-00002'+00715'+00421'+00000'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00600'+00600'
 8: 8:42,544'E510'+00745'-00002'+00715'+02227'+00000'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8: 8:42,799'E010'+00778'-00002'+00715'+04319'+00000'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8: 8:43, 39'E010'+00791'-00001'+00715'+06518'+00000'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00000'+00000'
 8: 8:43,325'F01A'+00792'-00001'+00712'+07485'+00000'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00600'+00600'
 8: 8:43,595'F51A'+00798'+00000'+00712'+07756'+00012'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00600'+00600'
 8: 8:43,850'F51A'+00850'-00002'+00712'+07810'+00167'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00600'+00600'
 8: 8:44,106'F51A'+00885'+00003'+00713'+07817'+01416'+00000'+00000'+00492'-32768'+00000'-32768'-00008'+00600'+00600'
 8: 8:44,376'F51A'+00908'+00005'+00715'+07817'+04095'+00000'+00000'+00493'-32768'+00000'-32768'-00008'+00600'+00600'
 8: 8:44,647'F53A'+00928'+00001'+00720'+07817'+06651'+00000'+00000'+00493'-32768'+00000'-32768'-00008'+00200'+00200'
 8: 8:44,917'F53A'+00942'-00008'+00721'+07817'+07527'+00000'+00000'+00768'-32768'+00000'-32768'-00008'+00200'+00200'
 8: 8:45,187'F53A'+00948'-00015'+00722'+07817'+07630'+00000'+00000'+01075'-32768'+00000'-32768'-00008'+00200'+00200'
 8: 8:45,473'F53A'+00945'-00005'+00728'+07817'+07642'+00000'+00000'+01284'-32768'+00000'-32768'-00008'+00200'+00200'
 8: 8:45,728'F53A'+00945'-00003'+00734'+07817'+07642'+00000'+00000'+01365'-32768'+00000'-32768'-00008'+00200'+00200'
 8: 8:45,999'F53A'+00945'-00002'+00739'+07817'+07642'+00000'+00000'+01422'-32768'+00000'-32768'-00008'+00200'+00200'
 8: 8:46,284'F53A'+00945'-00002'+00744'+07817'+07642'+00000'+00000'+01481'+01892'+00000'-32768'-00008'+00463'+00463'
 8: 8:46,524'F53A'+00947'-00006'+00747'+07817'+07642'+00000'+00000'+01485'+01892'+00000'-32768'-00008'+00463'+00463'
 8: 8:46,780'F53A'+00947'-00008'+00749'+07817'+07642'+00000'+00000'+01485'+01892'+00000'-32768'-00008'+00463'+00463'
 8: 8:47, 80'F53A'+00947'-00009'+00751'+07819'+07642'+00000'+00000'+01486'+01892'+00000'-32768'-00008'+00463'+00463'
 8: 8:47,351'F53A'+00947'-00008'+00754'+07817'+07642'+00000'+00000'+01487'+01892'+00000'-32768'-00008'+00463'+00463'
 8: 8:47,621'F53A'+00947'-00008'+00754'+07817'+07642'+00000'+00000'+01489'+01892'+00000'-32768'-00008'+00463'+00463'
 8: 8:47,891'F53A'+00947'-00009'+00756'+07819'+07642'+00000'+00000'+01490'+01892'+00000'-32768'-00008'+00463'+00463'
 8: 8:48,147'F53A'+00947'-00009'+00756'+07817'+07642'+00000'+00000'+01491'+01892'+00000'-32768'-00008'+00463'+00463'
 8: 8:48,387'F53A'+00947'-00008'+00759'+07817'+07642'+00000'+00000'+01492'+01892'+00000'-32768'-00008'+00463'+00463'
 8: 8:48,657'F53A'+00947'-00009'+00759'+07817'+07642'+00000'+00000'+01493'+01892'+00000'-32768'-00008'+00463'+00463'
 8: 8:48,898'F53A'+00947'-00009'+00759'+07819'+07642'+00000'+00000'+01495'+01892'+00000'-32768'-00008'+00463'+00463'
 8: 8:49,153'F53A'+00947'-00009'+00761'+07817'+07642'+00000'+00000'+01496'+01892'+00000'-32768'-00008'+00463'+00463'
 8: 8:49,393'F53A'+00947'-00009'+00761'+07817'+07642'+00000'+00000'+01497'+01892'+00000'-32768'-00008'+00463'+00463'
 8: 8:49,664'F53A'+00947'-00009'+00761'+07817'+07642'+00000'+00000'+01498'+01892'+00000'-32768'-00008'+00463'+00463'
 8: 8:49,919'F53A'+00948'-00012'+00761'+07817'+07642'+00002'+00000'+01504'+01892'+00000'+00576'-00008'+00463'+00463'
 8: 8:50,190'F53A'+00950'-00016'+00761'+07817'+07642'+00005'+00000'+01504'+01892'+00000'+00848'-00008'+00463'+00463'
 8: 8:50,460'F53A'+00952'-00020'+00761'+07817'+07642'+00006'+00000'+01504'+01892'+00000'+00864'-00008'+00463'+00463'
 8: 8:50,745'F53A'+00955'-00025'+00761'+07817'+07642'+00006'+00000'+01504'+01892'+00000'+00864'-00008'+00463'+00463'
 8: 8:50,986'F53A'+00957'-00029'+00759'+07817'+07642'+00008'+00000'+01505'+01892'+00000'+01088'-00008'+00463'+00463'
 8: 8:51,271'F53A'+00959'-00032'+00756'+07817'+07642'+00010'+00000'+01506'+01892'+00000'+01104'-00008'+00463'+00463'
 8: 8:51,527'F53A'+00962'-00034'+00756'+07817'+07642'+00012'+00000'+01508'+01892'+00000'+01120'-00008'+00463'+00463'
 8: 8:51,797'F53A'+00964'-00035'+00755'+07817'+07644'+00018'+00001'+01509'+01892'+00000'+01352'-00008'+00463'+00463'
 8: 8:52, 82'F53A'+00965'-00037'+00754'+07817'+07642'+00025'+00001'+01510'+01892'+00000'+01380'-00008'+00463'+00463'
 8: 8:52,368'F53A'+00967'-00039'+00754'+07817'+07642'+00034'+00001'+01512'+01892'+00000'+01604'-00008'+00463'+00463'
 8: 8:52,653'F53A'+00969'-00042'+00754'+07817'+07642'+00044'+00001'+01513'+01892'+00000'+01624'-00008'+00463'+00463'
 8: 8:52,939'F53A'+00970'-00046'+00753'+07817'+07642'+00056'+00001'+01515'+01892'+00000'+01648'-00008'+00463'+00463'
 8: 8:53,209'F53A'+00972'-00050'+00751'+07817'+07642'+00068'+00001'+01516'+01892'+00000'+01860'-00008'+00463'+00463'
 8: 8:53,494'F53A'+00973'-00054'+00751'+07817'+07642'+00079'+00001'+01517'+01892'+00000'+01871'-00008'+00463'+00463'
 8: 8:53,735'F53A'+00974'-00056'+00749'+07817'+07642'+00088'+00001'+01518'+01892'+00000'+01880'-00008'+00463'+00463'
 8: 8:54,  5'F53A'+00976'-00057'+00749'+07817'+07642'+00097'+00001'+01518'+01892'+00000'+01889'-00008'+00463'+00463'
 8: 8:54,260'F53A'+00977'-00058'+00749'+07817'+07642'+00107'+00001'+01518'+01892'+00000'+01899'-00008'+00463'+00463'
 8: 8:54,546'F53A'+00978'-00058'+00749'+07817'+07642'+00116'+00001'+01518'+01892'+00000'+01908'-00008'+00463'+00463'
 8: 8:54,801'F53A'+00980'-00059'+00751'+07817'+07642'+00125'+00001'+01518'+01872'+00000'+01917'-00008'-00008'-00008'
 8: 8:55, 57'F53A'+00981'-00062'+00751'+07817'+07642'+00127'+00002'+01518'+01872'+00000'+01919'-00008'-00008'-00008'
 8: 8:55,312'F53A'+00981'-00067'+00751'+07817'+07642'+00125'+00026'+01518'+01872'+00000'+01917'-00008'-00008'-00008'
 8: 8:55,567'F53A'+00982'-00068'+00751'+07817'+07642'+00124'+00073'+01518'+01872'+00000'+01916'-00008'-00008'-00008'
 8: 8:55,853'F53A'+00982'-00067'+00754'+07817'+07642'+00124'+00095'+01518'+01872'+00000'+01916'-00001'-00001'-00001'
 8: 8:56,108'F53A'+00982'-00068'+00756'+07817'+07642'+00124'+00113'+01518'+01872'+00000'+01916'-00001'-00001'-00001'
 8: 8:56,394'F53A'+00982'-00067'+00759'+07817'+07642'+00125'+00128'+01518'+01872'+00000'+01917'+00004'+00004'+00004'
 8: 8:56,679'F53A'+00982'-00067'+00761'+07817'+07642'+00126'+00141'+01518'+01872'+00000'+01918'+00015'+00015'+00015'
 8: 8:56,919'F53A'+00983'-00067'+00762'+07817'+07642'+00127'+00151'+01518'+01872'+00000'+01919'+00025'+00025'+00025'
 8: 8:57,190'F53A'+00983'-00068'+00764'+07817'+07642'+00129'+00160'+01518'+01872'+00000'+02112'+00037'+00037'+00037'
 8: 8:57,475'F53A'+00983'-00068'+00766'+07819'+07642'+00131'+00169'+01518'+01872'+00000'+02113'+00048'+00042'+00042'
 8: 8:57,715'F53A'+00983'-00068'+00766'+07817'+07642'+00133'+00176'+01518'+01872'+00000'+02114'+00054'+00054'+00054'
 8: 8:57,971'F53A'+00983'-00068'+00769'+07817'+07642'+00136'+00183'+01518'+01872'+00000'+02116'+00066'+00066'+00066'
 8: 8:58,241'F53A'+00983'-00068'+00771'+07817'+07642'+00139'+00189'+01518'+01872'+00000'+02117'+00077'+00077'+00077'
 8: 8:58,482'F53A'+00984'-00068'+00771'+07817'+07642'+00142'+00195'+01518'+01872'+00000'+02119'+00083'+00083'+00083'
 8: 8:58,752'F53A'+00984'-00069'+00773'+07817'+07642'+00145'+00200'+01518'+01872'+00000'+02120'+00095'+00095'+00095'
 8: 8:59, 37'F53A'+00984'-00069'+00776'+07817'+07642'+00149'+00205'+01518'+01872'+00000'+02122'+00106'+00106'+00106'
 8: 8:59,293'F53A'+00984'-00069'+00777'+07817'+07642'+00153'+00210'+01518'+01872'+00000'+02124'+00117'+00117'+00117'
 8: 8:59,593'F53A'+00985'-00070'+00778'+07817'+07642'+00157'+00214'+01518'+01872'+00000'+02126'+00128'+00128'+00128'
 8: 8:59,879'F53A'+00985'-00070'+00781'+07817'+07642'+00162'+00218'+01518'+01872'+00000'+02129'+00139'+00139'+00139'
 8: 9: 0,164'F53A'+00986'-00071'+00781'+07817'+07642'+00167'+00222'+01518'+01872'+00000'+02131'+00150'+00145'+00145'
 8: 9: 0,404'F53A'+00986'-00071'+00783'+07817'+07644'+00171'+00225'+01518'+01872'+00000'+02133'+00155'+00155'+00155'
 8: 9: 0,645'F53A'+00986'-00071'+00784'+07817'+07642'+00176'+00228'+01519'+01872'+00000'+02136'+00166'+00166'+00166'
 8: 9: 0,930'F53A'+00987'-00071'+00786'+07817'+07642'+00181'+00231'+01519'+01872'+00000'+02138'+00176'+00176'+00176'
 8: 9: 1,215'F53A'+00987'-00072'+00786'+07817'+07642'+00186'+00233'+01519'+01872'+00000'+02141'+00181'+00181'+00181'
 8: 9: 1,486'F53A'+00988'-00072'+00786'+07817'+07642'+00192'+00236'+01519'+01872'+00000'+02144'+00191'+00191'+00191'
 8: 9: 1,741'F53A'+00988'-00073'+00788'+07817'+07642'+00197'+00238'+01519'+01872'+00000'+02146'+00201'+00201'+00201'
 8: 9: 2, 12'F53A'+00988'-00073'+00788'+07817'+07642'+00202'+00240'+01519'+01872'+00000'+02149'+00210'+00210'+00210'
 8: 9: 2,297'F53A'+00989'-00074'+00791'+07817'+07642'+00208'+00242'+01519'+01872'+00000'+02152'+00220'+00220'+00220'
 8: 9: 2,537'F53A'+00990'-00074'+00791'+07817'+07642'+00213'+00243'+01519'+01872'+00000'+02154'+00225'+00225'+00225'
 8: 9: 2,808'F53A'+00990'-00075'+00791'+07817'+07642'+00218'+00245'+01519'+01872'+00000'+02157'+00234'+00234'+00234'
 8: 9: 3, 63'F53A'+00991'-00075'+00793'+07817'+07642'+00223'+00246'+01519'+01872'+00000'+02159'+00243'+00243'+00243'
 8: 9: 3,318'F53A'+00991'-00076'+00793'+07817'+07642'+00229'+00247'+01519'+01872'+00000'+02162'+00251'+00251'+00251'
 8: 9: 3,589'F53A'+00992'-00076'+00793'+07817'+07642'+00234'+00248'+01519'+01872'+00000'+02165'+00256'+00256'+00256'
 8: 9: 3,874'F53A'+00993'-00076'+00793'+07817'+07642'+00239'+00248'+01519'+01872'+00000'+02167'+00264'+00264'+00264'
 8: 9: 4,145'F53A'+00993'-00077'+00795'+07817'+07642'+00243'+00249'+01519'+01872'+00000'+02169'+00272'+00272'+00272'
 8: 9: 4,400'F53A'+00994'-00077'+00795'+07817'+07642'+00247'+00249'+01519'+01871'-21496'+02171'+00274'+00274'+00274'
 8: 9: 4,685'F53A'+00995'-00077'+00797'+07817'+07642'+00252'+00250'+01519'+01871'+16776'+02174'+00270'+00270'+00270'
 8: 9: 4,926'F53A'+00996'-00077'+00798'+07817'+07642'+00255'+00250'+01519'+01871'+00000'+02175'+00266'+00266'+00266'
 8: 9: 5,196'F53A'+00997'-00077'+00798'+07817'+07642'+00257'+00250'+01519'+01870'+29359'+02368'+00257'+00257'+00257'
 8: 9: 5,467'F53A'+00998'-00078'+00800'+07817'+07642'+00259'+00250'+01519'+01869'-13108'+02368'+00243'+00243'+00243'
 8: 9: 5,752'F53A'+00999'-00078'+00798'+07817'+07642'+00260'+00251'+01519'+01869'+12058'+02369'+00227'+00227'+00227'
 8: 9: 6,  7'F53A'+01000'-00078'+00798'+07816'+07642'+00261'+00251'+01519'+01868'-30410'+02369'+00208'+00208'+00208'
 8: 9: 6,278'F53A'+01001'-00078'+00798'+07817'+07642'+00261'+00251'+01519'+01868'+15204'+02369'+00198'+00198'+00198'
 8: 9: 6,533'F53A'+01002'-00078'+00799'+07817'+07642'+00260'+00251'+01519'+01867'-24642'+02369'+00176'+00176'+00176'
 8: 9: 6,818'F53A'+01003'-00078'+00798'+07817'+07642'+00259'+00251'+01519'+01867'+09437'+02368'+00155'+00155'+00155'
 8: 9: 7, 74'F53A'+01003'-00078'+00798'+07817'+07642'+00257'+00251'+01519'+01866'-17827'+02368'+00135'+00135'+00135'
 8: 9: 7,329'F53A'+01004'-00077'+00798'+07817'+07642'+00255'+00251'+01519'+01866'-29885'+02175'+00125'+00125'+00125'
 8: 9: 7,570'F53A'+01005'-00077'+00798'+07817'+07642'+00253'+00251'+01519'+01866'+18350'+02174'+00107'+00107'+00107'
 8: 9: 7,855'F53A'+01006'-00077'+00798'+07817'+07642'+00250'+00251'+01519'+01866'+07340'+02173'+00090'+00090'+00090'
 8: 9: 8,140'F53A'+01006'-00077'+00798'+07817'+07642'+00247'+00252'+01519'+01866'+02621'+02171'+00076'+00076'+00076'
 8: 9: 8,411'F53A'+01007'-00077'+00796'+07817'+07642'+00244'+00252'+01519'+01866'+01048'+02170'+00070'+00070'+00070'
 8: 9: 8,696'F53A'+01007'-00076'+00795'+07817'+07642'+00241'+00252'+01519'+01872'+00000'+02168'+00064'+00064'+00064'
 8: 9: 8,967'F53A'+01008'-00076'+00795'+07817'+07642'+00239'+00252'+01519'+01872'+00000'+02167'+00070'+00070'+00070'
 8: 9: 9,222'F53A'+01009'-00076'+00795'+07817'+07644'+00237'+00252'+01519'+01872'+00000'+02166'+00076'+00076'+00076'
 8: 9: 9,507'F53A'+01009'-00076'+00795'+07817'+07642'+00235'+00252'+01519'+01872'+00000'+02165'+00082'+00082'+00082'
 8: 9: 9,793'F53A'+01010'-00076'+00795'+07817'+07642'+00234'+00252'+01519'+01872'+00000'+02165'+00088'+00088'+00088'
 8: 9:10, 63'F53A'+01010'-00076'+00795'+07815'+07642'+00232'+00252'+01519'+01872'+00000'+02164'+00094'+00094'+00094'
 8: 9:10,334'F53A'+01011'-00076'+00795'+07817'+07642'+00232'+00252'+01519'+01872'+00000'+02164'+00097'+00097'+00097'
 8: 9:10,619'F53A'+01011'-00076'+00795'+07817'+07642'+00231'+00252'+01519'+01872'+00000'+02163'+00103'+00103'+00103'
 8: 9:10,904'F53A'+01012'-00076'+00795'+07817'+07642'+00230'+00252'+01519'+01872'+00000'+02163'+00110'+00110'+00110'
 8: 9:11,175'F53A'+01012'-00076'+00795'+07817'+07642'+00230'+00251'+01519'+01872'+00000'+02163'+00116'+00116'+00116'
 8: 9:11,445'F53A'+01013'-00076'+00795'+07815'+07642'+00230'+00251'+01519'+01872'+00000'+02163'+00123'+00123'+00123'
 8: 9:11,701'F53A'+01013'-00076'+00795'+07817'+07642'+00230'+00251'+01519'+01872'+00000'+02163'+00127'+00127'+00127'
 8: 9:11,926'F53A'+01014'-00076'+00795'+07817'+07642'+00230'+00251'+01519'+01872'+00000'+02163'+00134'+00134'+00134'
 8: 9:12,196'F53A'+01014'-00076'+00795'+07817'+07642'+00231'+00251'+01519'+01872'+00000'+02163'+00140'+00140'+00140'
 8: 9:12,437'F53A'+01015'-00076'+00795'+07817'+07642'+00231'+00251'+01519'+01872'+00000'+02163'+00144'+00144'+00144'
 8: 9:12,722'F53A'+01016'-00076'+00795'+07817'+07642'+00232'+00251'+01519'+01872'+00000'+02164'+00151'+00151'+00151'
 8: 9:12,992'F53A'+01016'-00076'+00797'+07817'+07642'+00232'+00251'+01519'+01872'+00000'+02164'+00158'+00158'+00158'
 8: 9:13,233'F53A'+01017'-00076'+00797'+07817'+07642'+00233'+00251'+01519'+01872'+00000'+02164'+00165'+00165'+00165'
 8: 9:13,518'F53A'+01018'-00076'+00798'+07817'+07642'+00234'+00251'+01519'+01872'+00000'+02165'+00168'+00168'+00168'
 8: 9:13,758'F53A'+01018'-00076'+00797'+07817'+07642'+00235'+00251'+01519'+01872'+00000'+02165'+00175'+00175'+00175'
 8: 9:14, 14'F53A'+01019'-00076'+00795'+07817'+07642'+00235'+00251'+01519'+01872'+00000'+02165'+00182'+00182'+00182'
 8: 9:14,284'F53A'+01020'-00076'+00796'+07817'+07642'+00236'+00251'+01519'+01872'+00000'+02166'+00189'+00189'+00189'
 8: 9:14,525'F53A'+01020'-00076'+00795'+07817'+07642'+00237'+00251'+01519'+01872'+00000'+02166'+00192'+00192'+00192'
 8: 9:14,780'F53A'+01021'-00076'+00795'+07817'+07642'+00238'+00251'+01520'+01872'+00000'+02167'+00199'+00199'+00199'
 8: 9:15, 50'F53A'+01022'-00076'+00795'+07817'+07642'+00239'+00251'+01519'+01872'+00000'+02167'+00205'+00205'+00205'
 8: 9:15,321'F53A'+01023'-00076'+00795'+07817'+07642'+00240'+00251'+01519'+01872'+00000'+02168'+00211'+00211'+00211'
 8: 9:15,576'F53A'+01024'-00076'+00795'+07817'+07642'+00240'+00251'+01520'+01872'+00000'+02168'+00214'+00214'+00214'
 8: 9:15,862'F53A'+01025'-00076'+00798'+07817'+07642'+00241'+00251'+01519'+01872'+00000'+02168'+00220'+00220'+00220'
 8: 9:16,132'F53A'+01026'-00076'+00798'+07817'+07642'+00242'+00251'+01520'+01872'+00000'+02169'+00226'+00226'+00226'
 8: 9:16,417'F53A'+01026'-00076'+00798'+07817'+07642'+00242'+00251'+01519'+01872'+00000'+02169'+00232'+00232'+00232'
 8: 9:16,673'F53A'+01027'-00076'+00798'+07817'+07642'+00243'+00251'+01519'+01871'-04720'+02169'+00234'+00234'+00234'
 8: 9:16,913'F53A'+01028'-00076'+00798'+07817'+07642'+00244'+00251'+01519'+01871'-05768'+02170'+00234'+00234'+00234'
 8: 9:17,183'F53A'+01029'-00076'+00798'+07817'+07642'+00244'+00251'+01519'+01871'-12584'+02170'+00233'+00233'+00233'
 8: 9:17,454'F53A'+01030'-00076'+00798'+07817'+07642'+00244'+00251'+01519'+01871'-16778'+02170'+00231'+00231'+00231'
 8: 9:17,709'F53A'+01031'-00076'+00798'+07817'+07642'+00244'+00251'+01519'+01871'-20972'+02170'+00229'+00229'+00229'
 8: 9:17,980'F53A'+01032'-00076'+00798'+07817'+07642'+00244'+00251'+01519'+01871'-23070'+02170'+00228'+00228'+00228'
 8: 9:18,235'F53A'+01033'-00076'+00798'+07817'+07642'+00244'+00251'+01520'+01871'-27263'+02170'+00226'+00226'+00226'
 8: 9:18,475'F53A'+01034'-00076'+00798'+07817'+07642'+00243'+00251'+01520'+01871'-26739'+02169'+00224'+00224'+00224'
 8: 9:18,761'F53A'+01035'-00076'+00798'+07817'+07642'+00243'+00251'+01520'+01871'-27789'+02169'+00223'+00223'+00223'
 8: 9:19,  1'F53A'+01036'-00076'+00797'+07817'+07642'+00242'+00251'+01519'+01872'+00000'+02169'+00221'+00221'+00221'
 8: 9:19,271'F53A'+01038'-00076'+00795'+07817'+07642'+00242'+00251'+01520'+01872'+00000'+02169'+00225'+00225'+00225'
 8: 9:19,527'F53A'+01038'-00076'+00795'+07817'+07642'+00241'+00251'+01520'+01872'+00000'+02168'+00229'+00229'+00229'
 8: 9:19,767'F53A'+01040'-00076'+00795'+07817'+07644'+00241'+00251'+01520'+01872'+00000'+02168'+00231'+00231'+00231'
 8: 9:20, 38'F53A'+01040'-00076'+00796'+07817'+07642'+00241'+00252'+01519'+01872'+00000'+02168'+00235'+00235'+00235'
 8: 9:20,278'F53A'+01041'-00076'+00796'+07817'+07642'+00240'+00252'+01520'+01872'+00000'+02168'+00239'+00239'+00239'
 8: 9:20,548'F53A'+01042'-00076'+00798'+07817'+07642'+00240'+00252'+01520'+01872'+00000'+02168'+00241'+00241'+00241'
 8: 9:20,804'F53A'+01044'-00076'+00798'+07817'+07642'+00240'+00251'+01520'+01872'+00000'+02168'+00245'+00245'+00245'
 8: 9:21, 74'F53A'+01045'-00076'+00798'+07817'+07642'+00240'+00251'+01520'+01872'+00000'+02168'+00248'+00248'+00248'
 8: 9:21,329'F53A'+01046'-00076'+00797'+07817'+07642'+00240'+00252'+01520'+01872'+00000'+02168'+00252'+00252'+00252'
 8: 9:21,600'F53A'+01047'-00076'+00798'+07817'+07642'+00240'+00251'+01519'+01872'+00000'+02168'+00254'+00254'+00254'
 8: 9:21,840'F53A'+01048'-00076'+00798'+07817'+07642'+00239'+00251'+01520'+01872'+00000'+02167'+00257'+00257'+00257'
 8: 9:22,126'F53A'+01049'-00076'+00798'+07817'+07642'+00239'+00251'+01520'+01872'+00000'+02167'+00260'+00260'+00260'
 8: 9:22,366'F53A'+01050'-00076'+00798'+07817'+07642'+00239'+00251'+01520'+01872'+00000'+02167'+00263'+00263'+00263'
 8: 9:22,621'F53A'+01051'-00076'+00798'+07817'+07642'+00239'+00251'+01520'+01872'+00000'+02167'+00265'+00265'+00265'
 8: 9:22,862'F53A'+01053'-00076'+00798'+07817'+07642'+00239'+00251'+01519'+01872'+00000'+02167'+00268'+00268'+00268'
 8: 9:23,147'F53A'+01054'-00076'+00795'+07817'+07642'+00239'+00251'+01519'+01872'+00000'+02167'+00271'+00271'+00271'
 8: 9:23,417'F53A'+01055'-00076'+00795'+07817'+07642'+00239'+00251'+01519'+01872'+00000'+02167'+00272'+00272'+00272'
 8: 9:23,658'F53A'+01056'-00076'+00795'+07817'+07642'+00238'+00251'+01520'+01872'+00000'+02167'+00275'+00275'+00275'
 8: 9:23,913'F53A'+01057'-00076'+00795'+07817'+07642'+00238'+00251'+01520'+01872'+00000'+02167'+00277'+00277'+00277'
 8: 9:24,183'F53A'+01059'-00076'+00795'+07815'+07642'+00238'+00251'+01520'+01872'+00000'+02167'+00280'+00280'+00280'
 8: 9:24,469'F53A'+01060'-00076'+00796'+07817'+07642'+00238'+00251'+01520'+01872'+00000'+02167'+00281'+00281'+00281'
 8: 9:24,739'F53A'+01061'-00076'+00795'+07817'+07642'+00237'+00251'+01520'+01872'+00000'+02166'+00283'+00283'+00283'
 8: 9:24,995'F53A'+01062'-00076'+00795'+07817'+07642'+00237'+00252'+01520'+01872'+00000'+02166'+00285'+00285'+00285'
 8: 9:25,265'F53A'+01064'-00076'+00795'+07817'+07642'+00237'+00252'+01520'+01872'+00000'+02166'+00288'+00288'+00288'
 8: 9:25,535'F53A'+01065'-00076'+00795'+07817'+07642'+00237'+00252'+01520'+01872'+00000'+02166'+00290'+00290'+00290'
 8: 9:25,791'F53A'+01066'-00076'+00795'+07817'+07642'+00236'+00252'+01520'+01872'+00000'+02166'+00290'+00290'+00290'
 8: 9:26, 46'F53A'+01068'-00076'+00795'+07817'+07642'+00236'+00252'+01520'+01872'+00000'+02166'+00292'+00292'+00292'
 8: 9:26,317'F53A'+01069'-00076'+00795'+07817'+07642'+00236'+00252'+01520'+01872'+00000'+02166'+00294'+00294'+00294'
 8: 9:26,587'F53A'+01070'-00076'+00795'+07817'+07642'+00235'+00252'+01520'+01872'+00000'+02165'+00296'+00296'+00296'
 8: 9:26,842'F53A'+01072'-00076'+00795'+07817'+07644'+00235'+00252'+01519'+01872'+00000'+02165'+00296'+00296'+00296'
 8: 9:27,113'F53A'+01073'-00076'+00795'+07817'+07642'+00235'+00252'+01520'+01872'+00000'+02165'+00298'+00298'+00298'
 8: 9:27,398'F53A'+01074'-00076'+00795'+07817'+07642'+00234'+00252'+01519'+01872'+00000'+02165'+00299'+00299'+00299'
 8: 9:27,684'F53A'+01076'-00076'+00795'+07817'+07642'+00234'+00252'+01520'+01872'+00000'+02165'+00300'+00300'+00300'
 8: 9:27,924'F53A'+01077'-00076'+00795'+07817'+07642'+00234'+00252'+01520'+01872'+00000'+02165'+00302'+00302'+00302'
 8: 9:28,209'F53A'+01078'-00076'+00797'+07817'+07642'+00233'+00252'+01520'+01872'+00000'+02164'+00302'+00302'+00302'
 8: 9:28,450'F53A'+01080'-00076'+00797'+07817'+07642'+00233'+00252'+01520'+01872'+00000'+02164'+00303'+00303'+00303'
 8: 9:28,705'F53A'+01081'-00076'+00797'+07817'+07642'+00232'+00252'+01520'+01872'+00000'+02164'+00304'+00304'+00304'
 8: 9:28,975'F53A'+01082'-00076'+00795'+07817'+07642'+00232'+00252'+01520'+01872'+00000'+02164'+00305'+00305'+00305'
 8: 9:29,246'F53A'+01084'-00076'+00796'+07817'+07642'+00231'+00252'+01520'+01872'+00000'+02163'+00305'+00305'+00305'
 8: 9:29,531'F53A'+01085'-00076'+00795'+07817'+07642'+00231'+00252'+01519'+01872'+00000'+02163'+00306'+00306'+00306'
 8: 9:29,817'F53A'+01087'-00076'+00795'+07817'+07642'+00230'+00252'+01519'+01872'+00000'+02163'+00307'+00307'+00307'
 8: 9:30, 57'F53A'+01088'-00075'+00797'+07817'+07642'+00230'+00252'+01520'+01872'+00000'+02163'+00308'+00308'+00308'
