Time'QW   0'DW  10'DW  11'DW  12'DW  13'DW  14'DW  15'DW  16'DW  17'DW  90'DW  91'DW  92'DW 163'DW 165'DW 166'
 8: 9:30,327'F53A'+01089'-00075'+00796'+07817'+07642'+00230'+00252'+01520'+01872'+00000'+02163'+00308'+00308'+00308'
 8: 9:30,553'F53A'+01091'-00075'+00798'+07817'+07642'+00229'+00252'+01519'+01872'+00000'+02162'+00309'+00309'+00309'
 8: 9:30,823'F53A'+01092'-00075'+00798'+07817'+07642'+00229'+00252'+01519'+01872'+00000'+02162'+00309'+00309'+00309'
 8: 9:31, 63'F53A'+01093'-00075'+00795'+07817'+07642'+00228'+00252'+01520'+01872'+00000'+02162'+00310'+00310'+00310'
 8: 9:31,304'F53A'+01095'-00075'+00795'+07817'+07642'+00228'+00252'+01520'+01872'+00000'+02162'+00310'+00310'+00310'
 8: 9:31,559'F53A'+01096'-00075'+00795'+07817'+07642'+00228'+00252'+01520'+01872'+00000'+02162'+00310'+00310'+00310'
 8: 9:31,799'F53A'+01097'-00075'+00795'+07817'+07642'+00227'+00252'+01520'+01872'+00000'+02161'+00311'+00310'+00310'
 8: 9:32, 70'F53A'+01099'-00075'+00795'+07817'+07642'+00227'+00252'+01519'+01872'+00000'+02161'+00311'+00311'+00311'
 8: 9:32,355'F53A'+01100'-00075'+00794'+07817'+07642'+00226'+00252'+01520'+01872'+00000'+02161'+00311'+00311'+00311'
 8: 9:32,626'F53A'+01102'-00075'+00794'+07817'+07642'+00226'+00252'+01520'+01872'+00000'+02161'+00311'+00311'+00311'
 8: 9:32,866'F53A'+01103'-00075'+00794'+07817'+07644'+00225'+00252'+01520'+01872'+00000'+02160'+00312'+00312'+00312'
 8: 9:33,136'F53A'+01104'-00075'+00794'+07817'+07642'+00225'+00252'+01520'+01872'+00000'+02160'+00312'+00312'+00312'
 8: 9:33,392'F53A'+01106'-00075'+00795'+07816'+07642'+00225'+00252'+01520'+01872'+00000'+02160'+00312'+00312'+00312'
 8: 9:33,647'F53A'+01107'-00075'+00795'+07817'+07642'+00224'+00252'+01520'+01872'+00000'+02160'+00312'+00312'+00312'
 8: 9:33,902'F53A'+01109'-00075'+00795'+07817'+07642'+00224'+00252'+01520'+01872'+00000'+02160'+00312'+00312'+00312'
 8: 9:34,158'F53A'+01110'-00075'+00795'+07817'+07642'+00223'+00252'+01520'+01872'+00000'+02159'+00312'+00312'+00312'
 8: 9:34,413'F53A'+01111'-00075'+00795'+07817'+07642'+00223'+00252'+01520'+01872'+00000'+02159'+00312'+00312'+00312'
 8: 9:34,654'F53A'+01113'-00075'+00795'+07817'+07644'+00222'+00252'+01520'+01872'+00000'+02159'+00312'+00312'+00312'
 8: 9:34,894'F53A'+01114'-00074'+00795'+07817'+07642'+00222'+00252'+01520'+01872'+00000'+02159'+00313'+00313'+00313'
 8: 9:35,164'F53A'+01115'-00074'+00795'+07817'+07644'+00222'+00252'+01520'+01872'+00000'+02159'+00313'+00313'+00313'
 8: 9:35,450'F53A'+01117'-00074'+00793'+07817'+07642'+00221'+00252'+01519'+01872'+00000'+02158'+00313'+00313'+00313'
 8: 9:35,720'F53A'+01118'-00074'+00793'+07817'+07642'+00221'+00252'+01520'+01872'+00000'+02158'+00313'+00313'+00313'
 8: 9:35,960'F53A'+01120'-00074'+00793'+07817'+07644'+00220'+00252'+01519'+01872'+00000'+02158'+00313'+00313'+00313'
 8: 9:36,216'F53A'+01121'-00074'+00793'+07817'+07642'+00220'+00252'+01520'+01872'+00000'+02158'+00313'+00313'+00313'
 8: 9:36,486'F53A'+01122'-00074'+00795'+07817'+07642'+00220'+00252'+01519'+01872'+00000'+02158'+00312'+00312'+00312'
 8: 9:36,742'F53A'+01124'-00074'+00793'+07817'+07642'+00219'+00252'+01520'+01872'+00000'+02157'+00313'+00313'+00313'
 8: 9:37, 42'F53A'+01125'-00074'+00793'+07817'+07642'+00219'+00252'+01520'+01872'+00000'+02157'+00312'+00312'+00312'
 8: 9:37,297'F53A'+01127'-00074'+00793'+07817'+07642'+00219'+00252'+01520'+01872'+00000'+02157'+00312'+00312'+00312'
 8: 9:37,568'F53A'+01128'-00074'+00793'+07817'+07642'+00218'+00252'+01520'+01872'+00000'+02157'+00312'+00312'+00312'
 8: 9:37,823'F53A'+01130'-00074'+00793'+07817'+07642'+00218'+00252'+01520'+01872'+00000'+02157'+00312'+00312'+00312'
 8: 9:38, 63'F53A'+01131'-00074'+00793'+07817'+07642'+00217'+00252'+01520'+01872'+00000'+02156'+00312'+00312'+00312'
 8: 9:38,304'F53A'+01132'-00074'+00793'+07817'+07642'+00217'+00252'+01520'+01872'+00000'+02156'+00312'+00312'+00312'
 8: 9:38,559'F53A'+01134'-00074'+00793'+07817'+07642'+00217'+00252'+01520'+01872'+00000'+02156'+00312'+00312'+00312'
 8: 9:38,830'F53A'+01135'-00074'+00793'+07817'+07642'+00216'+00252'+01519'+01872'+00000'+02156'+00312'+00312'+00312'
 8: 9:39,100'F53A'+01136'-00074'+00793'+07817'+07642'+00216'+00252'+01520'+01872'+00000'+02156'+00312'+00312'+00312'
 8: 9:39,340'F53A'+01138'-00074'+00793'+07817'+07642'+00216'+00252'+01520'+01872'+00000'+02156'+00311'+00311'+00311'
 8: 9:39,626'F53A'+01139'-00074'+00793'+07817'+07642'+00215'+00252'+01520'+01872'+00000'+02155'+00311'+00311'+00311'
 8: 9:39,866'F53A'+01141'-00074'+00793'+07816'+07642'+00215'+00252'+01520'+01872'+00000'+02155'+00311'+00311'+00311'
 8: 9:40,121'F53A'+01142'-00074'+00795'+07817'+07642'+00215'+00252'+01520'+01872'+00000'+02155'+00311'+00311'+00311'
 8: 9:40,392'F53A'+01143'-00074'+00793'+07817'+07642'+00214'+00252'+01520'+01872'+00000'+02155'+00311'+00311'+00311'
 8: 9:40,677'F53A'+01145'-00074'+00793'+07817'+07642'+00214'+00252'+01520'+01872'+00000'+02155'+00310'+00310'+00310'
 8: 9:40,963'F53A'+01147'-00074'+00793'+07817'+07642'+00213'+00252'+01520'+01872'+00000'+02154'+00310'+00310'+00310'
 8: 9:41,248'F53A'+01148'-00073'+00793'+07815'+07642'+00213'+00252'+01520'+01872'+00000'+02154'+00310'+00310'+00310'
 8: 9:41,488'F53A'+01150'-00074'+00793'+07817'+07642'+00213'+00252'+01519'+01872'+00000'+02154'+00310'+00310'+00310'
 8: 9:41,759'F53A'+01151'-00073'+00794'+07817'+07642'+00212'+00252'+01520'+01872'+00000'+02154'+00309'+00309'+00309'
 8: 9:42, 29'F53A'+01152'-00073'+00795'+07817'+07642'+00212'+00252'+01520'+01872'+00000'+02154'+00309'+00309'+00309'
 8: 9:42,315'F53A'+01154'-00073'+00795'+07817'+07642'+00211'+00252'+01519'+01872'+00000'+02153'+00309'+00309'+00309'
 8: 9:42,600'F53A'+01155'-00073'+00793'+07817'+07642'+00211'+00252'+01520'+01872'+00000'+02153'+00309'+00309'+00309'
 8: 9:42,855'F53A'+01157'-00073'+00793'+07817'+07642'+00211'+00252'+01520'+01872'+00000'+02153'+00308'+00308'+00308'
 8: 9:43, 96'F53A'+01158'-00073'+00793'+07817'+07642'+00210'+00252'+01520'+01872'+00000'+02153'+00308'+00308'+00308'
 8: 9:43,381'F53A'+01160'-00073'+00793'+07817'+07642'+00210'+00252'+01520'+01872'+00000'+02153'+00308'+00308'+00308'
 8: 9:43,651'F53A'+01161'-00073'+00793'+07817'+07642'+00210'+00252'+01520'+01872'+00000'+02153'+00308'+00308'+00308'
 8: 9:43,922'F53A'+01163'-00073'+00792'+07819'+07642'+00209'+00252'+01520'+01872'+00000'+02152'+00307'+00307'+00307'
 8: 9:44,207'F53A'+01164'-00073'+00793'+07817'+07642'+00209'+00252'+01520'+01872'+00000'+02152'+00307'+00307'+00307'
 8: 9:44,493'F53A'+01166'-00073'+00793'+07817'+07642'+00209'+00252'+01520'+01872'+00000'+02152'+00307'+00307'+00307'
 8: 9:44,748'F53A'+01167'-00073'+00793'+07817'+07642'+00208'+00252'+01520'+01872'+00000'+02152'+00306'+00306'+00306'
 8: 9:44,988'F53A'+01169'-00073'+00793'+07817'+07644'+00208'+00252'+01520'+01872'+00000'+02152'+00306'+00306'+00306'
 8: 9:45,229'F53A'+01170'-00073'+00793'+07817'+07642'+00208'+00252'+01520'+01872'+00000'+02152'+00306'+00306'+00306'
 8: 9:45,499'F53A'+01171'-00073'+00793'+07817'+07642'+00207'+00252'+01520'+01872'+00000'+02151'+00306'+00306'+00306'
 8: 9:45,770'F53A'+01173'-00073'+00793'+07817'+07642'+00207'+00252'+01520'+01872'+00000'+02151'+00306'+00306'+00306'
 8: 9:46, 25'F53A'+01174'-00073'+00793'+07819'+07642'+00207'+00252'+01520'+01872'+00000'+02151'+00305'+00305'+00305'
 8: 9:46,310'F53A'+01176'-00073'+00793'+07817'+07642'+00206'+00252'+01520'+01872'+00000'+02151'+00305'+00305'+00305'
 8: 9:46,551'F53A'+01177'-00073'+00793'+07817'+07642'+00206'+00252'+01520'+01872'+00000'+02151'+00305'+00305'+00305'
 8: 9:46,821'F53A'+01178'-00073'+00793'+07817'+07642'+00206'+00252'+01520'+01872'+00000'+02151'+00304'+00304'+00304'
 8: 9:47,106'F53A'+01180'-00073'+00793'+07817'+07642'+00205'+00252'+01520'+01872'+00000'+02150'+00304'+00304'+00304'
 8: 9:47,347'F53A'+01181'-00073'+00793'+07817'+07642'+00205'+00252'+01520'+01872'+00000'+02150'+00304'+00304'+00304'
 8: 9:47,602'F53A'+01183'-00073'+00793'+07817'+07642'+00205'+00252'+01520'+01872'+00000'+02150'+00304'+00304'+00304'
 8: 9:47,873'F53A'+01184'-00073'+00793'+07817'+07642'+00204'+00252'+01520'+01872'+00000'+02150'+00303'+00303'+00303'
 8: 9:48,128'F53A'+01185'-00072'+00793'+07817'+07642'+00204'+00252'+01519'+01872'+00000'+02150'+00303'+00303'+00303'
 8: 9:48,398'F53A'+01187'-00072'+00791'+07817'+07642'+00204'+00252'+01520'+01872'+00000'+02150'+00303'+00303'+00303'
 8: 9:48,669'F53A'+01188'-00072'+00793'+07817'+07642'+00203'+00252'+01520'+01872'+00000'+02149'+00303'+00303'+00303'
 8: 9:48,999'F53A'+01190'-00072'+00791'+07817'+07642'+00203'+00252'+01520'+01872'+00000'+02149'+00303'+00303'+00303'
 8: 9:49,270'F53A'+01192'-00072'+00791'+07817'+07642'+00203'+00252'+01520'+01872'+00000'+02149'+00302'+00302'+00302'
 8: 9:49,525'F53A'+01193'-00072'+00791'+07817'+07642'+00202'+00252'+01519'+01872'+00000'+02149'+00302'+00302'+00302'
 8: 9:49,810'F53A'+01194'-00072'+00791'+07817'+07642'+00202'+00252'+01520'+01872'+00000'+02149'+00302'+00302'+00302'
 8: 9:50, 81'F53A'+01196'-00072'+00791'+07819'+07644'+00201'+00252'+01519'+01872'+00000'+02148'+00302'+00302'+00302'
 8: 9:50,336'F53A'+01197'-00072'+00791'+07817'+07642'+00201'+00252'+01520'+01872'+00000'+02148'+00301'+00301'+00301'
 8: 9:50,621'F53A'+01199'-00072'+00791'+07817'+07642'+00201'+00252'+01520'+01872'+00000'+02148'+00301'+00301'+00301'
 8: 9:50,892'F53A'+01200'-00072'+00791'+07817'+07642'+00201'+00252'+01520'+01872'+00000'+02148'+00301'+00301'+00301'
 8: 9:51,132'F53A'+01202'-00072'+00791'+07817'+07642'+00200'+00252'+01520'+01872'+00000'+02148'+00301'+00301'+00301'
 8: 9:51,388'F53A'+01203'-00072'+00792'+07817'+07642'+00200'+00252'+01520'+01872'+00000'+02148'+00301'+00301'+00301'
 8: 9:51,628'F53A'+01204'-00072'+00793'+07819'+07642'+00200'+00252'+01520'+01872'+00000'+02148'+00300'+00300'+00300'
 8: 9:51,928'F53A'+01206'-00072'+00793'+07817'+07644'+00199'+00252'+01519'+01872'+00000'+02147'+00300'+00300'+00300'
 8: 9:52,154'F53A'+01207'-00072'+00793'+07817'+07642'+00199'+00252'+01520'+01872'+00000'+02147'+00300'+00300'+00300'
 8: 9:52,424'F53A'+01208'-00072'+00791'+07817'+07644'+00199'+00252'+01520'+01872'+00000'+02147'+00300'+00300'+00300'
 8: 9:52,664'F53A'+01210'-00072'+00791'+07817'+07642'+00198'+00252'+01520'+01872'+00000'+02147'+00300'+00300'+00300'
 8: 9:52,920'F53A'+01211'-00072'+00792'+07817'+07642'+00198'+00252'+01520'+01872'+00000'+02147'+00300'+00300'+00300'
 8: 9:53,175'F53A'+01213'-00072'+00793'+07817'+07642'+00198'+00252'+01520'+01872'+00000'+02147'+00300'+00300'+00300'
 8: 9:53,431'F53A'+01214'-00072'+00793'+07817'+07642'+00198'+00252'+01520'+01872'+00000'+02147'+00299'+00299'+00299'
 8: 9:53,716'F53A'+01215'-00072'+00793'+07817'+07642'+00197'+00252'+01519'+01872'+00000'+02146'+00299'+00299'+00299'
 8: 9:53,986'F53A'+01217'-00072'+00793'+07817'+07642'+00197'+00252'+01520'+01872'+00000'+02146'+00299'+00299'+00299'
 8: 9:54,227'F53A'+01218'-00072'+00793'+07817'+07642'+00197'+00252'+01520'+01872'+00000'+02146'+00299'+00299'+00299'
 8: 9:54,482'F53A'+01220'-00072'+00793'+07817'+07642'+00196'+00252'+01520'+01872'+00000'+02146'+00299'+00299'+00299'
 8: 9:54,752'F53A'+01221'-00072'+00793'+07817'+07642'+00196'+00252'+01519'+01872'+00000'+02146'+00299'+00299'+00299'
 8: 9:55, 23'F53A'+01222'-00072'+00793'+07817'+07642'+00196'+00252'+01520'+01872'+00000'+02146'+00299'+00299'+00299'
 8: 9:55,308'F53A'+01224'-00072'+00791'+07817'+07642'+00195'+00252'+01520'+01872'+00000'+02145'+00299'+00299'+00299'
 8: 9:55,594'F53A'+01225'-00072'+00791'+07817'+07642'+00195'+00252'+01519'+01872'+00000'+02145'+00299'+00299'+00299'
 8: 9:55,864'F53A'+01227'-00071'+00791'+07817'+07642'+00195'+00252'+01519'+01872'+00000'+02145'+00298'+00298'+00298'
 8: 9:56,134'F53A'+01228'-00071'+00791'+07816'+07642'+00195'+00252'+01519'+01872'+00000'+02145'+00298'+00298'+00298'
 8: 9:56,375'F53A'+01230'-00071'+00791'+07817'+07642'+00194'+00252'+01519'+01872'+00000'+02145'+00298'+00298'+00298'
 8: 9:56,645'F53A'+01231'-00071'+00791'+07817'+07642'+00194'+00252'+01519'+01872'+00000'+02145'+00298'+00298'+00298'
 8: 9:56,885'F53A'+01232'-00071'+00791'+07817'+07642'+00194'+00252'+01520'+01872'+00000'+02145'+00298'+00298'+00298'
 8: 9:57,171'F53A'+01234'-00071'+00791'+07817'+07642'+00194'+00252'+01519'+01872'+00000'+02145'+00298'+00298'+00298'
 8: 9:57,441'F53A'+01235'-00071'+00792'+07817'+07642'+00193'+00252'+01519'+01872'+00000'+02144'+00298'+00298'+00298'
 8: 9:57,697'F53A'+01237'-00071'+00793'+07817'+07642'+00193'+00252'+01519'+01872'+00000'+02144'+00298'+00298'+00298'
 8: 9:57,982'F53A'+01238'-00071'+00792'+07817'+07642'+00193'+00252'+01519'+01872'+00000'+02144'+00298'+00298'+00298'
 8: 9:58,252'F53A'+01240'-00071'+00791'+07817'+07642'+00192'+00252'+01519'+01872'+00000'+02144'+00298'+00298'+00298'
 8: 9:58,493'F53A'+01241'-00071'+00791'+07817'+07642'+00192'+00252'+01519'+01872'+00000'+02144'+00298'+00298'+00298'
 8: 9:58,748'F53A'+01242'-00071'+00791'+07817'+07642'+00192'+00252'+01520'+01872'+00000'+02144'+00298'+00298'+00298'
 8: 9:59,  4'F53A'+01244'-00071'+00791'+07817'+07642'+00192'+00252'+01519'+01872'+00000'+02144'+00298'+00298'+00298'
 8: 9:59,289'F53A'+01245'-00071'+00791'+07817'+07642'+00191'+00252'+01519'+01872'+00000'+02143'+00298'+00298'+00298'
 8: 9:59,544'F53A'+01246'-00071'+00791'+07817'+07642'+00191'+00252'+01520'+01872'+00000'+02143'+00298'+00298'+00298'
 8: 9:59,815'F53A'+01248'-00071'+00791'+07817'+07642'+00191'+00252'+01520'+01872'+00000'+02143'+00297'+00297'+00297'
 8:10: 0,100'F53A'+01249'-00071'+00791'+07817'+07642'+00191'+00252'+01520'+01872'+00000'+02143'+00297'+00297'+00297'
 8:10: 0,355'F53A'+01251'-00071'+00791'+07817'+07642'+00190'+00252'+01520'+01872'+00000'+02143'+00297'+00297'+00297'
 8:10: 0,596'F53A'+01252'-00071'+00791'+07817'+07642'+00190'+00252'+01519'+01872'+00000'+02143'+00297'+00297'+00297'
 8:10: 0,881'F53A'+01254'-00071'+00791'+07817'+07642'+00190'+00252'+01520'+01872'+00000'+02143'+00297'+00297'+00297'
 8:10: 1,152'F53A'+01255'-00071'+00791'+07816'+07642'+00189'+00252'+01520'+01872'+00000'+02142'+00297'+00297'+00297'
 8:10: 1,392'F53A'+01256'-00071'+00789'+07817'+07642'+00189'+00252'+01520'+01872'+00000'+02142'+00297'+00297'+00297'
 8:10: 1,647'F53A'+01258'-00071'+00791'+07817'+07642'+00189'+00252'+01519'+01872'+00000'+02142'+00297'+00297'+00297'
 8:10: 1,888'F53A'+01259'-00071'+00791'+07817'+07642'+00189'+00252'+01519'+01872'+00000'+02142'+00297'+00297'+00297'
 8:10: 2,158'F53A'+01260'-00071'+00791'+07817'+07642'+00189'+00252'+01519'+01872'+00000'+02142'+00297'+00297'+00297'
 8:10: 2,398'F53A'+01262'-00071'+00791'+07817'+07642'+00188'+00252'+01519'+01872'+00000'+02142'+00297'+00297'+00297'
 8:10: 2,684'F53A'+01263'-00071'+00791'+07816'+07642'+00188'+00252'+01519'+01872'+00000'+02142'+00297'+00297'+00297'
 8:10: 2,924'F53A'+01264'-00071'+00791'+07817'+07642'+00188'+00252'+01520'+01872'+00000'+02142'+00297'+00297'+00297'
 8:10: 3,195'F53A'+01266'-00071'+00791'+07817'+07642'+00188'+00252'+01519'+01872'+00000'+02142'+00297'+00297'+00297'
 8:10: 3,420'F53A'+01267'-00071'+00792'+07817'+07642'+00187'+00252'+01519'+01872'+00000'+02141'+00297'+00297'+00297'
 8:10: 3,690'F53A'+01268'-00071'+00791'+07817'+07642'+00187'+00252'+01519'+01872'+00000'+02141'+00297'+00297'+00297'
 8:10: 3,961'F53A'+01270'-00071'+00791'+07817'+07642'+00187'+00252'+01520'+01872'+00000'+02141'+00296'+00296'+00296'
 8:10: 4,246'F53A'+01271'-00071'+00791'+07817'+07642'+00187'+00252'+01520'+01872'+00000'+02141'+00296'+00296'+00296'
 8:10: 4,486'F53A'+01273'-00071'+00791'+07817'+07642'+00186'+00252'+01519'+01872'+00000'+02141'+00296'+00296'+00296'
 8:10: 4,757'F53A'+01274'-00071'+00791'+07817'+07642'+00186'+00252'+01519'+01872'+00000'+02141'+00296'+00296'+00296'
 8:10: 5, 12'F53A'+01275'-00071'+00791'+07817'+07642'+00186'+00252'+01519'+01872'+00000'+02141'+00296'+00296'+00296'
 8:10: 5,283'F53A'+01277'-00071'+00791'+07817'+07642'+00186'+00252'+01519'+01872'+00000'+02141'+00296'+00296'+00296'
 8:10: 5,538'F53A'+01278'-00071'+00793'+07817'+07642'+00185'+00252'+01520'+01872'+00000'+02140'+00296'+00296'+00296'
 8:10: 5,793'F53A'+01280'-00071'+00791'+07817'+07642'+00185'+00252'+01520'+01872'+00000'+02140'+00296'+00296'+00296'
 8:10: 6, 64'F53A'+01281'-00071'+00791'+07817'+07642'+00185'+00252'+01520'+01872'+00000'+02140'+00296'+00296'+00296'
 8:10: 6,349'F53A'+01283'-00071'+00791'+07817'+07642'+00185'+00252'+01520'+01872'+00000'+02140'+00296'+00296'+00296'
 8:10: 6,619'F53A'+01284'-00071'+00791'+07817'+07642'+00184'+00252'+01519'+01872'+00000'+02140'+00296'+00296'+00296'
 8:10: 6,860'F53A'+01285'-00071'+00791'+07817'+07642'+00184'+00252'+01519'+01872'+00000'+02140'+00296'+00296'+00296'
 8:10: 7,130'F53A'+01287'-00071'+00791'+07819'+07642'+00184'+00252'+01519'+01872'+00000'+02140'+00296'+00296'+00296'
 8:10: 7,356'F53A'+01288'-00071'+00790'+07817'+07642'+00184'+00251'+01519'+01872'+00000'+02140'+00296'+00296'+00296'
 8:10: 7,626'F53A'+01289'-00071'+00791'+07817'+07642'+00184'+00252'+01520'+01872'+00000'+02140'+00295'+00295'+00295'
 8:10: 7,896'F53A'+01291'-00071'+00791'+07817'+07642'+00183'+00252'+01519'+01872'+00000'+02139'+00295'+00295'+00295'
 8:10: 8,152'F53A'+01292'-00071'+00791'+07817'+07642'+00183'+00252'+01519'+01872'+00000'+02139'+00295'+00295'+00295'
 8:10: 8,392'F53A'+01294'-00071'+00791'+07816'+07642'+00183'+00252'+01519'+01872'+00000'+02139'+00295'+00295'+00295'
 8:10: 8,647'F53A'+01295'-00071'+00791'+07817'+07642'+00183'+00252'+01519'+01872'+00000'+02139'+00295'+00295'+00295'
 8:10: 8,918'F53A'+01296'-00071'+00791'+07817'+07642'+00182'+00252'+01519'+01872'+00000'+02139'+00295'+00295'+00295'
 8:10: 9,203'F53A'+01298'-00071'+00791'+07817'+07642'+00182'+00252'+01519'+01872'+00000'+02139'+00295'+00295'+00295'
 8:10: 9,474'F53A'+01299'-00071'+00791'+07817'+07642'+00182'+00252'+01519'+01872'+00000'+02139'+00295'+00295'+00295'
 8:10: 9,759'F53A'+01301'-00071'+00791'+07817'+07642'+00182'+00252'+01519'+01872'+00000'+02139'+00295'+00295'+00295'
 8:10: 9,999'F53A'+01302'-00071'+00791'+07817'+07642'+00181'+00252'+01519'+01872'+00000'+02138'+00295'+00295'+00295'
 8:10:10,285'F53A'+01304'-00071'+00791'+07817'+07642'+00181'+00252'+01519'+01872'+00000'+02138'+00294'+00294'+00294'
 8:10:10,555'F53A'+01305'-00071'+00790'+07817'+07642'+00181'+00252'+01519'+01872'+00000'+02138'+00294'+00294'+00294'
 8:10:10,811'F53A'+01306'-00071'+00791'+07817'+07642'+00181'+00251'+01519'+01872'+00000'+02138'+00294'+00294'+00294'
 8:10:11,111'F53A'+01308'-00071'+00791'+07817'+07642'+00180'+00252'+01519'+01872'+00000'+02138'+00294'+00294'+00294'
 8:10:11,366'F53A'+01310'-00071'+00791'+07816'+07642'+00180'+00252'+01519'+01872'+00000'+02138'+00294'+00294'+00294'
 8:10:11,607'F53A'+01311'-00071'+00791'+07817'+07642'+00180'+00252'+01519'+01872'+00000'+02138'+00294'+00294'+00294'
 8:10:11,847'F53A'+01312'-00071'+00790'+07817'+07642'+00180'+00252'+01519'+01872'+00000'+02138'+00294'+00294'+00294'
 8:10:12,102'F53A'+01314'-00071'+00791'+07817'+07642'+00179'+00252'+01519'+01872'+00000'+02137'+00294'+00294'+00294'
 8:10:12,373'F53A'+01315'-00071'+00788'+07817'+07642'+00179'+00252'+01519'+01872'+00000'+02137'+00293'+00293'+00293'
 8:10:12,613'F53A'+01316'-00071'+00788'+07817'+07642'+00179'+00251'+01519'+01872'+00000'+02137'+00293'+00293'+00293'
 8:10:12,868'F53A'+01318'-00071'+00788'+07817'+07642'+00179'+00251'+01519'+01872'+00000'+02137'+00293'+00293'+00293'
 8:10:13,139'F53A'+01319'-00071'+00788'+07817'+07642'+00179'+00252'+01519'+01872'+00000'+02137'+00293'+00293'+00293'
 8:10:13,409'F53A'+01320'-00071'+00788'+07817'+07642'+00178'+00252'+01519'+01872'+00000'+02137'+00293'+00293'+00293'
 8:10:13,695'F53A'+01322'-00070'+00790'+07817'+07642'+00178'+00252'+01519'+01872'+00000'+02137'+00292'+00292'+00292'
 8:10:13,935'F53A'+01323'-00070'+00791'+07817'+07642'+00178'+00251'+01519'+01872'+00000'+02137'+00292'+00292'+00292'
 8:10:14,160'F53A'+01325'-00070'+00791'+07817'+07642'+00177'+00251'+01519'+01872'+00000'+02136'+00292'+00292'+00292'
 8:10:14,416'F53A'+01326'-00070'+00791'+07817'+07642'+00177'+00251'+01519'+01872'+00000'+02136'+00292'+00292'+00292'
 8:10:14,671'F53A'+01327'-00070'+00791'+07817'+07642'+00177'+00251'+01519'+01872'+00000'+02136'+00292'+00292'+00292'
 8:10:14,941'F53A'+01329'-00070'+00791'+07817'+07642'+00177'+00251'+01519'+01872'+00000'+02136'+00292'+00292'+00292'
 8:10:15,197'F53A'+01330'-00070'+00791'+07817'+07642'+00177'+00251'+01519'+01872'+00000'+02136'+00291'+00291'+00291'
 8:10:15,467'F53A'+01332'-00070'+00791'+07817'+07642'+00176'+00251'+01519'+01872'+00000'+02136'+00291'+00291'+00291'
 8:10:15,708'F53A'+01333'-00070'+00791'+07816'+07642'+00176'+00251'+01519'+01872'+00000'+02136'+00291'+00291'+00291'
 8:10:15,963'F53A'+01334'-00070'+00791'+07817'+07642'+00176'+00251'+01519'+01872'+00000'+02136'+00291'+00291'+00291'
 8:10:16,233'F53A'+01336'-00070'+00791'+07817'+07642'+00176'+00251'+01519'+01872'+00000'+02136'+00291'+00291'+00291'
 8:10:16,489'F53A'+01337'-00070'+00791'+07817'+07642'+00175'+00252'+01519'+01872'+00000'+02135'+00291'+00291'+00291'
 8:10:16,744'F53A'+01339'-00070'+00791'+07817'+07642'+00175'+00251'+01519'+01872'+00000'+02135'+00290'+00290'+00290'
 8:10:17, 29'F53A'+01340'-00070'+00791'+07817'+07642'+00175'+00252'+01519'+01872'+00000'+02135'+00290'+00290'+00290'
 8:10:17,285'F53A'+01341'-00070'+00791'+07817'+07642'+00175'+00252'+01519'+01872'+00000'+02135'+00290'+00290'+00290'
 8:10:17,555'F53A'+01343'-00070'+00791'+07817'+07642'+00174'+00252'+01519'+01872'+00000'+02135'+00290'+00290'+00290'
 8:10:17,811'F53A'+01344'-00070'+00791'+07817'+07642'+00174'+00251'+01519'+01872'+00000'+02135'+00290'+00290'+00290'
 8:10:18, 81'F53A'+01346'-00070'+00790'+07819'+07642'+00174'+00252'+01519'+01872'+00000'+02135'+00290'+00290'+00290'
 8:10:18,351'F53A'+01347'-00070'+00790'+07817'+07642'+00174'+00252'+01519'+01872'+00000'+02135'+00289'+00289'+00289'
 8:10:18,637'F53A'+01349'-00070'+00788'+07817'+07642'+00174'+00251'+01519'+01872'+00000'+02135'+00289'+00289'+00289'
 8:10:18,922'F53A'+01350'-00070'+00788'+07817'+07642'+00173'+00251'+01519'+01872'+00000'+02134'+00289'+00289'+00289'
 8:10:19,208'F53A'+01352'-00070'+00788'+07817'+07642'+00173'+00251'+01519'+01872'+00000'+02134'+00289'+00289'+00289'
